Datetime,Tweet Id,Metaphor[1or0],Mapping,Hashtags_sp,AltMapping
2020-03-19 15:18:54+00:00,1240659016306421761,0,War,"['covid19', 'janatacurfew', 'indiafightscorona']",
2020-03-19 15:17:36+00:00,1240658690211893249,1,Water/Wave/Tide,['indiafightscorona.'],
2020-03-19 15:16:47+00:00,1240658485546610688,0,Lesson/Teacher,['indiafightscorona'],
2020-03-19 15:16:21+00:00,1240658374179434496,1,War,"['corona', 'jantacurfew']",
2020-03-19 15:16:03+00:00,1240658300661714947,1,Prison,['janatacurfew'],
2020-03-19 15:15:55+00:00,1240658265366724608,1,Stigma,"['covid19', 'jantacurfew']",
2020-03-19 15:15:16+00:00,1240658101092487169,1,Monster,"['covid', 'fightcovid19']",
2020-03-19 15:14:36+00:00,1240657936218611712,1,War,['indiafightscorona'],
2020-03-19 15:13:59+00:00,1240657779599110144,1,War,"['coronavirusupdate', 'coronavirus.', 'corona', 'coronavirusoutbreakindia', 'jantacurfew', 'coronaalert']",
2020-03-19 15:13:35+00:00,1240657679833419776,1,War,"['coronavirusoutbreakindia', 'corona']",
2020-03-19 15:12:13+00:00,1240657336206680066,1,War,"['coronavirus', 'jantacurfew', 'covid2019.']",
2020-03-19 15:11:30+00:00,1240657154400325633,0,Freedom,"['indiafightscorona', 'stayhomestaysafe', 'coronavirusupdate']",
2020-03-19 15:10:31+00:00,1240656907833978880,1,War,"['coronavirusupdate', 'coronavirusindia']",
2020-03-19 15:10:28+00:00,1240656894647123969,0,Luxury,"['pmmodioncorona', 'indiafightscorona', 'coronavirusoutbreakindia']",
2020-03-19 15:09:32+00:00,1240656657492795394,0,Success/Challenge,"['pmmodioncorona', 'coronavirusoutbreakindia', 'indiafightscorona']",
2020-03-19 15:07:50+00:00,1240656231695388680,1,War,"['coronavirus', 'jantacurfew']",
2020-03-19 15:07:11+00:00,1240656066821517312,0,Luxury,['janatacurfew'],
2020-03-19 15:07:03+00:00,1240656033829122048,1,War,['pmforjantacurfew'],
2020-03-19 15:06:40+00:00,1240655937628549120,1,Prison,"['indiafightscorona', 'coronavirus']",
2020-03-19 15:06:13+00:00,1240655826412421120,1,War,"['indiafightscorona', 'coronavirus...']",
2020-03-19 15:05:31+00:00,1240655649320488960,1,War,"['coronavirusupdate', 'indiafightscorona', 'coronavirusoutbreakindia', 'jantacurfew']",
2020-03-19 15:05:10+00:00,1240655559365287937,1,War,['covid'],
2020-03-19 15:04:32+00:00,1240655400942231552,1,War,"['covid19', 'coronavirus?']",
2020-03-19 15:03:30+00:00,1240655140769546241,0,Lesson/Teacher,['indiafightscorona'],
2020-03-19 15:03:25+00:00,1240655120716541953,1,War,['corona.'],
2020-03-19 15:02:25+00:00,1240654867124740098,0,Success/Challenge,"['janatacurfew', 'coronavirus', 'coronavirusoutbreakindia']",
2020-03-19 15:01:41+00:00,1240654684718653442,1,War,['jantacurfew'],
2020-03-19 15:01:32+00:00,1240654647032868864,1,Storm,"['corona', 'coronavirusoutbreakindia']",
2020-03-19 15:01:30+00:00,1240654638539395072,0,Hammer,"['coronavirusupdate', 'janatacurfew', 'coronavirusoutbreakindia']",
2020-03-19 14:59:58+00:00,1240654251497414656,1,War,"['indiafightcorona', 'covid19india']",
2020-03-19 14:59:26+00:00,1240654116562464769,0,Stigma,['coronavirus'],
2020-03-19 14:59:24+00:00,1240654107901169665,1,Prison,"['corona', 'coronavirusoutbreakindia']",
2020-03-19 14:57:44+00:00,1240653690073055234,1,Prison,"['indiafightscorona', 'coronavirus']",
2020-03-19 14:57:37+00:00,1240653662285737985,1,War,"['coronaindia', 'corona', 'jantacurfew']",
2020-03-19 14:57:12+00:00,1240653557247836160,0,Success/Challenge,['indiafightscorona'],
2020-03-19 14:56:26+00:00,1240653362594373634,0,Hammer,['covid19'],
2020-03-19 14:55:31+00:00,1240653129957273604,1,War,['covid19'],
2020-03-19 14:55:16+00:00,1240653068720427008,1,Prison,"['coronavirusupdate', 'covid19india', 'coronavirus', 'coronavirusoutbreakindia', 'jantacurfew']",
2020-03-19 14:54:46+00:00,1240652943126179846,1,War,['covid19'],
2020-03-19 14:54:22+00:00,1240652841984774144,0,Catalyst,['janatacurfew'],
2020-03-19 14:54:21+00:00,1240652836465246210,1,War,['covid-19â€.'],
2020-03-19 14:53:38+00:00,1240652656109957121,1,Lesson/Teacher,"['coronavirusupdate', 'covid', 'corona', 'covid19']",
2020-03-19 14:52:24+00:00,1240652349124808705,0,War,['coronavirus'],
2020-03-19 14:50:30+00:00,1240651868293836802,1,Accident,"['coronavirus', 'covid2019']",
2020-03-19 14:46:37+00:00,1240650890186346497,1,Monster,"['covidindia', 'coronavirusoutbreakindia']",
2020-03-19 14:46:17+00:00,1240650808166715394,1,War,"['coronavirusoutbreakindia', 'corona']",
2020-03-19 14:44:30+00:00,1240650359787401217,0,Lesson/Teacher,['coronavirus'],
2020-03-19 14:43:12+00:00,1240650031025160192,1,War,"['covid19', 'pmmodioncorona']",
2020-03-19 14:41:04+00:00,1240649494053580800,0,War,"['indiafightscorona', 'covid19']",
2020-03-19 14:37:22+00:00,1240648566160293889,1,War,['indiafightscorona'],
2020-03-19 14:30:37+00:00,1240646865403514882,1,War,['coronavirusindia'],
2020-03-19 14:30:34+00:00,1240646854632603648,1,War,"['coronavirusinindia', 'coronavirusoutbreak', 'covid19', 'coronavirusoutbreakindia']",
2020-03-19 14:24:10+00:00,1240645244145688576,0,Miracle,"['corinnavirus', 'coronavirusindia', 'coronavirusupdate', 'coronainmaharashtra']",
2020-03-19 14:23:02+00:00,1240644957918150658,0,War,['coronavirus'],
2020-03-19 14:20:10+00:00,1240644234631249921,0,Barrier/Shield,['indiafightscorona'],
2020-03-19 14:19:55+00:00,1240644171355971586,1,Catalyst,['coronavirus'],
2020-03-19 14:10:00+00:00,1240641678563667970,0,Accident,['covid'],
2020-03-19 14:03:05+00:00,1240639935855509505,1,War,['indiafightscorona'],
2020-03-19 13:36:25+00:00,1240633224881229824,0,Darkness,"['coronavirusupdate', 'coronavirusindia']",
2020-03-19 13:32:16+00:00,1240632182474858496,1,Prison,['covid19'],
2020-03-19 13:26:10+00:00,1240630647892238336,0,Monster,"['covid19', 'covid2019india']",
2020-03-19 13:20:00+00:00,1240629093189771265,1,Storm,['covid'],
2020-03-19 13:01:14+00:00,1240624372693508096,0,War,"['covid19', 'coronavirus']",
2020-03-19 12:44:33+00:00,1240620174442500097,1,Stigma,['covid19'],
2020-03-19 12:28:28+00:00,1240616123772456960,0,Lesson/Teacher,['coronacallertune'],
2020-03-19 12:15:11+00:00,1240612783596507136,1,War,['coronavirusoutbreak'],
2020-03-19 12:15:01+00:00,1240612739157880832,1,Lesson/Teacher,['covid'],
2020-03-19 11:54:08+00:00,1240607486463201280,1,Accident,['coronavirus'],
2020-03-19 11:51:53+00:00,1240606920227975168,0,War,"['coronavirusindia', 'covid2019', 'coronavirusoutbreakindia']",
2020-03-19 11:43:57+00:00,1240604920652296192,0,Luxury,['coronavirus'],
2020-03-20 06:52:32+00:00,1240893974216228864,0,Success/Challenge,"['covid_19', 'indiafightscorona']",
2020-03-20 11:37:02+00:00,1240965570910191617,1,War,"['covid2019.', 'coronavirus.']",
2020-03-20 23:56:48+00:00,1241151737072726016,1,Savior,['coronavirusindia'],
2020-03-20 21:19:09+00:00,1241112064904454144,0,Journey,"['indiafightscorona', 'indiafightscoronavirus', 'indiafightscovid19']",
2020-03-20 20:40:53+00:00,1241102435717795840,0,Lesson/Teacher,['coronavirus'],
2020-03-20 20:11:23+00:00,1241095011531255809,1,War,['coronavirus'],
2020-03-20 20:07:14+00:00,1241093964519759873,1,War,['indiafightscorona'],
2020-03-20 20:05:57+00:00,1241093642661445632,1,Luxury,['coronavirus'],
2020-03-20 20:01:02+00:00,1241092406994337792,1,Luxury,"['covid19', 'coronavirusoutbreak.']",
2020-03-20 19:31:05+00:00,1241084866499764224,0,Success/Challenge,['covid_19'],
2020-03-20 19:30:21+00:00,1241084685511315456,1,War,"['covid19', 'coronavirusupdate', 'coronastopkarona', 'coronavirus', 'jantacurfewchallenge']",
2020-03-20 19:24:12+00:00,1241083137733439488,1,Darkness,"['coronavirusindia', 'jantacurfew']",
2020-03-20 19:22:18+00:00,1241082658760740865,1,War,"['coronavirusindia', 'coronavirus', 'coronavirusoutbreakindia']",
2020-03-20 19:13:31+00:00,1241080448752599040,1,War,['covid19'],
2020-03-20 18:57:05+00:00,1241076312048951301,0,War,"['covid19', 'indiafightscorona']",
2020-03-20 18:56:51+00:00,1241076254469582848,0,Storm,['covid19'],
2020-03-20 18:53:23+00:00,1241075380905074688,0,Prison,['indiafightscorona'],
2020-03-20 18:48:29+00:00,1241074146882306049,1,War,"['coronavirus', 'covid_19']",
2020-03-20 18:45:45+00:00,1241073461243580423,0,Monster,['covid19'],
2020-03-20 18:31:48+00:00,1241069950153834496,0,Landscape,['corona'],
2020-03-20 18:28:49+00:00,1241069198748442625,1,Accident,['covid_19'],
2020-03-20 18:27:12+00:00,1241068791204679680,0,Success/Challenge,"['coronavirus', 'socialdistancing.']",
2020-03-20 18:24:41+00:00,1241068160280743936,0,Success/Challenge,['coronavirusindia'],
2020-03-20 17:53:30+00:00,1241060311215427590,1,War,"['coronavirus', 'jantacurfew']",
2020-03-20 17:50:04+00:00,1241059447088107521,0,War,"['indiafightscorona', 'covid2019']",
2020-03-20 17:45:10+00:00,1241058213174235136,0,Success/Challenge,"['covid_19', 'indiafightscorona']",
2020-03-20 17:41:15+00:00,1241057227185635330,0,Accident,"['coronavirusupdate', 'coronavirus']",
2020-03-20 17:41:07+00:00,1241057193606017024,1,Lesson/Teacher,['corona'],
2020-03-20 17:35:27+00:00,1241055767014207488,1,Monster,"['socialdistancing', 'coronastopkarona', 'coronavirusoutbreakindia']",
2020-03-20 17:28:34+00:00,1241054036964462592,1,War,"['indiafightscorona', 'covid19india', 'coronavirusoutbreakindia', 'covid_19']",
2020-03-20 17:23:05+00:00,1241052654379233280,1,Monster,"['covid19', 'covid19india']",
2020-03-20 17:20:09+00:00,1241051917746229249,1,Luxury,['covid'],
2020-03-20 17:16:45+00:00,1241051062187855874,0,Monster,['chinesevirus.'],
2020-03-20 17:15:09+00:00,1241050657722785794,1,Monster,['indiafightscorona'],
2020-03-20 17:09:24+00:00,1241049210947956737,1,Lesson/Teacher,"['covid2019india', 'covid2019', 'covid_19']",
2020-03-20 17:03:44+00:00,1241047787803799559,1,Water/Wave/Tide,"['covid2019india', 'corona']",
2020-03-20 16:55:34+00:00,1241045731701489664,1,War,"['indiafightscorona', 'fightagainstcoronavirus', 'pmforjantacurfew']",
2020-03-20 16:52:02+00:00,1241044840466374657,1,War,"['covid19', 'covid19india']",
2020-03-20 16:51:00+00:00,1241044582533443584,1,Monster,['corona'],
2020-03-20 16:47:47+00:00,1241043771283787777,1,Prison,['covid_19'],
2020-03-20 16:44:43+00:00,1241043001251483648,1,War,['jantacurfew'],
2020-03-20 16:35:58+00:00,1241040798977683456,1,War,"['coronavirusupdate', 'coronastopkarona', 'coronavirusoutbreakindia']",
2020-03-20 16:29:24+00:00,1241039145981464578,0,War,"['covid2019india', 'coronastopkarona', 'coronavirusoutbreakindia']",
2020-03-20 16:28:45+00:00,1241038980537171968,1,Success/Challenge,"['jantacurfew2020', 'corona']",
2020-03-20 16:23:05+00:00,1241037556751400961,0,War,['indiafightscorona'],
2020-03-20 16:19:47+00:00,1241036724341338112,1,War,['coronavirus'],
2020-03-20 16:19:19+00:00,1241036607651635201,1,War,"['covid19india', 'coronavirusindia']",
2020-03-20 16:19:14+00:00,1241036589205049345,1,Luxury,['covid'],
2020-03-20 16:10:17+00:00,1241034334695391233,1,Prison,"['coronavirusoutbreak', 'coronavirus']",
2020-03-20 15:57:58+00:00,1241031237445320708,0,War,['coronavirus:'],
2020-03-20 15:56:25+00:00,1241030844942172161,1,Prison,"['coronavirusupdate', 'covid19.']",
2020-03-20 15:50:54+00:00,1241029456174682113,1,Savior,['socialdistancing'],
2020-03-20 15:49:30+00:00,1241029104557670401,1,War,['coronavirusoutbreakindia'],
2020-03-20 15:46:07+00:00,1241028253000830979,1,War,['coronavirus.'],
2020-03-20 15:43:14+00:00,1241027529621700609,1,War,"['corona.', 'jantacurfew']",
2020-03-20 15:33:48+00:00,1241025154156814338,0,Freedom,['gocoronagonpr'],
2020-03-20 15:32:15+00:00,1241024762790330368,1,Savior,"['indiafightscorona', 'coronastopkarona', 'gujaratcorona', 'coronacrisis', 'coronavirusoutbreakindia']",
2020-03-20 15:30:37+00:00,1241024350964207616,1,War,['covid19'],
2020-03-20 15:14:12+00:00,1241020220359098370,1,War,"['coronavirusinindia', 'covid2019india', 'coronastopkarona', 'corona']",
2020-03-20 15:04:15+00:00,1241017717248802817,0,Catalyst,"['coronavirusupdate', 'coronastopkarona', 'coronavirus']",
2020-03-20 15:03:36+00:00,1241017552181944321,0,Luxury,['covid.'],
2020-03-20 15:00:24+00:00,1241016749069303810,1,Lesson/Teacher,['coronavirus'],
2020-03-20 15:00:20+00:00,1241016733357367297,0,Monster,['covid19'],
2020-03-20 14:56:40+00:00,1241015810769838080,1,War,['covid19'],
2020-03-20 14:56:38+00:00,1241015802603560961,1,War,"['indiafightscorona', 'coronavirus']",
2020-03-20 14:53:07+00:00,1241014916288561153,0,War,"['indiafightscorona', 'jantacurfewchallenge', 'jantacurfew']",
2020-03-20 14:49:13+00:00,1241013936301969408,1,Monster,"['coronavirus', 'coronastopkarona']",
2020-03-20 14:46:23+00:00,1241013221105909761,0,Success/Challenge,['covid19'],
2020-03-20 14:46:20+00:00,1241013208678150145,1,War,['fightagainstcoronavirus'],
2020-03-20 14:42:23+00:00,1241012213155946496,0,Luxury,"['coronavirusupdate', 'coronavirusindia', 'coronavirus']",
2020-03-20 14:34:45+00:00,1241010294391853056,1,War,"['coronavirusindia', 'jantacurfew']",
2020-03-20 14:34:41+00:00,1241010277358776320,1,War,['covid'],
2020-03-20 14:32:04+00:00,1241009618228260866,1,Landscape,['covid_19'],
2020-03-20 14:14:38+00:00,1241005229337800704,1,War,['indiafightscorona'],
2020-03-20 14:13:31+00:00,1241004952052326400,1,War,"['coronastopkarona', 'coronavirusoutbreakindia']",
2020-03-20 14:07:14+00:00,1241003368052453379,1,War,['covid_19'],
2020-03-20 14:06:18+00:00,1241003134358446080,0,Success/Challenge,"['coronavirus', 'coronaviruspandemic']",
2020-03-20 14:05:58+00:00,1241003051957121026,1,Prison,['covid19'],
2020-03-20 13:56:31+00:00,1241000672268451840,1,Miracle,"['covid2019', 'covid_19', 'covidindia']",
2020-03-20 13:37:38+00:00,1240995918553534464,1,Prison,"['indiafightscorona', 'covid', 'coronavirusoutbreakindia']",
2020-03-20 13:34:22+00:00,1240995096834609153,1,War,['covid2019india'],
2020-03-20 13:30:18+00:00,1240994073667756033,1,War,"['coronavirus.', 'jantacurfew']",
2020-03-20 13:23:01+00:00,1240992242711449606,0,Landscape,['indiafightscorona'],
2020-03-20 13:21:54+00:00,1240991961122668544,0,Lesson/Teacher,['corona'],
2020-03-20 13:18:21+00:00,1240991067031220225,1,Success/Challenge,"['janatacurfew', 'socialdistancing']",
2020-03-20 13:12:18+00:00,1240989546407276544,1,Prison,['socialdistancing'],
2020-03-20 13:10:55+00:00,1240989195054678018,1,Success/Challenge,['socialdistancing'],
2020-03-20 13:03:12+00:00,1240987255176478720,1,Monster,"['covid19', 'corona', 'covid_19']",
2020-03-20 13:02:00+00:00,1240986951492263937,1,Success/Challenge,['coronavirus'],
2020-03-20 12:59:14+00:00,1240986255124381701,0,Luxury,['indiafightscorona'],
2020-03-20 12:58:53+00:00,1240986167513739264,1,Monster,['covid19'],
2020-03-20 12:57:31+00:00,1240985822087843840,1,Hammer,"['covid', 'coronaviruspandemic']",
2020-03-20 12:54:51+00:00,1240985151565230080,1,War,"['fightcovid19', 'covid19.']",
2020-03-20 12:48:32+00:00,1240983564197318656,1,War,"['janatacurfew', 'corona']",
2020-03-20 12:38:46+00:00,1240981106528104448,1,Luxury,['covid'],
2020-03-20 12:35:56+00:00,1240980390954688512,0,Luxury,['coronavirusindia'],
2020-03-20 12:21:56+00:00,1240976870943772672,1,Success/Challenge,"['covid19india', 'modicoronamessage', 'indiafightscorona', 'coronastopkarona', 'coronavirusindia', 'corona', 'coronavirusoutbreakindia']",
2020-03-20 12:14:36+00:00,1240975021775810562,1,Accident,['covid_19'],
2020-03-20 12:13:55+00:00,1240974853605167110,0,Prison,['coronavirus'],
2020-03-20 12:11:55+00:00,1240974348351045632,0,War,['covid_19'],
2020-03-20 12:11:01+00:00,1240974122890518533,0,Freedom,"['coronovirus', 'covid_19']",
2020-03-20 11:59:29+00:00,1240971218531921921,1,Monster,"['covid19india', 'coronastopkarona', 'coronakohaibhagana', 'coronavirus']",
2020-03-20 11:44:39+00:00,1240967485710467073,1,Luxury,"['socialdistancing', 'jantacurfew']",
2020-03-20 11:34:48+00:00,1240965005752688640,0,War,"['coronavirusupdate', 'janatacurfewmarch22', 'covid2019', 'coronavirusoutbreakindia', 'janatacurfew']",
2020-03-20 11:30:05+00:00,1240963820622729216,0,Luxury,['indiafightscorona'],
2020-03-20 11:29:31+00:00,1240963676300922880,1,War,['breakcorona'],
2020-03-20 11:29:28+00:00,1240963665530097664,0,Barrier/Shield,['coronavirus.'],
2020-03-20 11:28:21+00:00,1240963386369687553,0,Barrier/Shield,['indiafightscorona'],
2020-03-20 11:22:30+00:00,1240961910607982593,0,Hammer,['covid'],
2020-03-20 11:21:44+00:00,1240961718559207426,1,War,"['corona', 'jantacurfew']",
2020-03-20 11:20:53+00:00,1240961504217681920,1,WAR,"['coronastopkarona', 'corona', 'coronavirusoutbreakindia']",
2020-03-20 11:17:00+00:00,1240960528744198144,1,War,"['covid19india', 'coronastopkarona', 'covid19us', 'covid_19']",
2020-03-20 11:13:14+00:00,1240959578407239680,1,WAR,"['indiafightscorona', 'covid_19']",
2020-03-20 11:09:46+00:00,1240958706558226433,1,War,['jantacurfew'],
2020-03-20 11:04:22+00:00,1240957350497914881,0,Storm,"['janatacurfew', 'coronavirus', 'virus']",
2020-03-20 10:47:34+00:00,1240953121385431041,1,War,['coronavirus.'],
2020-03-20 10:46:45+00:00,1240952917017780227,0,War,['covid19'],
2020-03-20 10:32:55+00:00,1240949435753836544,0,Monster,['covid19'],
2020-03-20 10:24:45+00:00,1240947379169189888,0,Landscape,"['coronavirus.', 'covid_19']",
2020-03-20 10:16:22+00:00,1240945267609726977,0,Accident,"['covid2019india', 'janatacurfewmarch22', 'indiafightscorona', 'janta_curfew', 'coronavirusoutbreakindia']",
2020-03-20 10:03:59+00:00,1240942152437256192,1,War,['corona'],
2020-03-20 09:57:42+00:00,1240940569603514368,0,Journey,['coronavirus'],
2020-03-20 09:56:51+00:00,1240940358453747712,0,Landscape,"['coronaviruspandemic', 'lockdown']",
2020-03-20 09:55:43+00:00,1240940072439959554,0,War,"['covid19', 'covid19india']",
2020-03-20 09:55:14+00:00,1240939952851939328,0,Monster,"['letsfightcorona', 'corona']",
2020-03-20 09:47:25+00:00,1240937981705203714,0,War,['indiafightscorona'],
2020-03-20 09:43:28+00:00,1240936991174377472,0,Hammer,['coronavirus'],
2020-03-20 09:38:48+00:00,1240935813732421633,0,War,['coronavirus'],
2020-03-20 09:30:49+00:00,1240933805696802816,0,Success/Challenge,['coronavirus?'],
2020-03-20 09:30:15+00:00,1240933661664518146,1,War,['janatacurfew'],
2020-03-20 09:24:57+00:00,1240932330509717504,0,Luxury,"['socialdistancing', 'janta_curfew', 'fightagainstcoronavirus']",
2020-03-20 09:16:17+00:00,1240930150272794625,1,War,"['indiafightscorona', 'fightagainstcoronavirus']",
2020-03-20 09:15:59+00:00,1240930072887881728,0,Savior,['corona'],
2020-03-20 09:15:15+00:00,1240929890808946688,0,Luxury,['coronavirus'],
2020-03-20 09:05:46+00:00,1240927503536934912,0,War,['coronavirus'],
2020-03-20 09:02:02+00:00,1240926563979251712,1,Lesson/Teacher,['covid_19'],
2020-03-20 08:47:18+00:00,1240922854423580672,1,MONSTER,['coronavirusoutbreakindia'],
2020-03-20 08:44:47+00:00,1240922221121433600,1,Storm,['covid19'],
2020-03-20 08:43:17+00:00,1240921844305272838,1,War,['coronavirus'],
2020-03-20 08:40:09+00:00,1240921055083913222,0,Success/Challenge,['coronavirusupdate'],
2020-03-20 08:27:09+00:00,1240917782750875650,0,Stigma,"['covid19', 'coronavirusupdate', 'indiafightscorona']",
2020-03-20 08:13:22+00:00,1240914314267107328,1,War,"['coronavirusindia', 'janta_curfew']",
2020-03-20 08:12:40+00:00,1240914138399825920,1,War,['jantacurfew'],
2020-03-20 08:10:09+00:00,1240913507018608641,0,Water/Wave/Tide,['postivepandemicchallenge'],
2020-03-20 08:03:42+00:00,1240911884024311808,1,War,['coronavirus'],
2020-03-20 07:48:33+00:00,1240908068595961856,1,Monster,"['coronavirusinindia', 'indiafightscorona', 'jantacurfew']",
2020-03-20 07:46:34+00:00,1240907571193466881,1,Barrier/Shield,['covid'],
2020-03-20 07:37:53+00:00,1240905387622031360,1,War,"['covid19', 'janatacurfew.']",
2020-03-20 07:35:28+00:00,1240904778634260480,0,Darkness,"['covid19:', 'coronavirusoutbreak']",
2020-03-20 07:30:11+00:00,1240903448033284098,1,War,['indiafightscorona'],
2020-03-20 07:29:21+00:00,1240903238183985152,0,Barrier/Shield,['covid19.'],
2020-03-20 07:25:53+00:00,1240902365504389121,0,Monster,"['coronavirusupdate', 'coronavirusoutbreakindia', 'corona']",
2020-03-20 07:22:23+00:00,1240901484851519490,0,Luxury,"['janatacurfew', 'coronavirusoutbreakindia.']",
2020-03-20 07:19:41+00:00,1240900807215779840,1,Prison,"['indiafightscorona', 'covid19']",
2020-03-20 07:16:53+00:00,1240900098919260160,1,War,['janatacurfew'],
2020-03-20 07:14:40+00:00,1240899543811514368,1,War,['indiafightscorona'],
2020-03-20 07:09:00+00:00,1240898116112408577,0,Prison,['indiafightscorona'],
2020-03-20 07:05:28+00:00,1240897228782178314,0,Prison,['covid19'],
2020-03-20 06:42:18+00:00,1240891397408010241,0,War,['covid19'],
2020-03-20 06:42:10+00:00,1240891365635981313,1,Storm,['corona'],
2020-03-20 06:31:54+00:00,1240888780900319233,1,War,"['coronavirus', 'jantacurfew']",
2020-03-20 06:26:09+00:00,1240887333387304960,1,War,['indiafightscorona'],
2020-03-20 06:20:33+00:00,1240885925053214720,1,War,['janatacurfewmarch22'],
2020-03-20 06:18:50+00:00,1240885493685866497,0,Hammer,"['coronavirusupdate', 'coronavirusindia', 'coronavirusoutbreakindia']",
2020-03-20 06:13:51+00:00,1240884235960864768,0,Success/Challenge,"['coronavirus', 'jantacurfewchallenge', 'jantacurfew']",
2020-03-20 06:10:10+00:00,1240883310630322176,0,War,['indiafightscorona'],
2020-03-20 06:07:25+00:00,1240882620327579648,0,Hammer,"['indiafightscorona', 'juntacurfew']",
2020-03-20 06:05:29+00:00,1240882130869092352,0,Darkness,['coronavirus'],
2020-03-20 05:56:32+00:00,1240879878787883009,0,Darkness,['indiafightscorona'],
2020-03-20 05:47:11+00:00,1240877529059082240,0,Darkness,['corona_19'],
2020-03-20 05:35:41+00:00,1240874633483522048,0,War,"['jantacurfew.', 'socialdistancing', 'covid19.', 'indiafightscorona']",
2020-03-20 05:30:45+00:00,1240873392569376768,1,War,"['coronavirusinindia.', 'coronavirus.']",
2020-03-20 05:30:32+00:00,1240873336902529024,1,Darkness,['coronavirusoutbreakindia'],
2020-03-20 05:28:30+00:00,1240872827172974592,0,Hammer,"['jantacurfewchallenge', 'janatacurfew', 'jantacurfew2020']",
2020-03-20 05:25:27+00:00,1240872058956857344,0,Lesson/Teacher,['corona'],
2020-03-20 05:17:37+00:00,1240870088410050561,0,Darkness,"['janatacurfew', 'coronavirusoutbreakindia']",
2020-03-20 05:12:49+00:00,1240868878533537794,0,Water/Wave/Tide,['covid'],
2020-03-21 18:03:20+00:00,1241425171895832576,0,Darkness,['coronavirus'],
2020-03-21 11:57:59+00:00,1241333230197854209,0,Success/Challenge,"['indiafightscorona', 'janatacurfew', 'stayhomestaysafe']",
2020-03-21 23:59:18+00:00,1241514753941520386,0,Water/Wave/Tide,['corona'],
2020-03-21 23:57:14+00:00,1241514234451832833,1,War,"['jantacurfewmarch22', 'jantacurfew', 'coronacrisis']",
2020-03-21 23:41:00+00:00,1241510148666986496,0,War,['coronavirus'],
2020-03-21 23:34:09+00:00,1241508425562877952,0,Monster,"[""corona's"", 'coronaupdatesinindia']",
2020-03-21 22:12:44+00:00,1241487936018722816,1,War,"['jantacurfewmarch22', 'jantacurfew', 'covid_19']",
2020-03-21 22:09:48+00:00,1241487197703770112,0,War,"['stayhomestaysafe', 'covidiot']",
2020-03-21 21:59:56+00:00,1241484716122836993,0,War,['indiafightscorona'],
2020-03-21 21:53:07+00:00,1241483001638182912,0,Monster,"['coronastopkarona', 'coronaupdatesinindia']",
2020-03-21 21:48:52+00:00,1241481930391994368,0,War,"['coronavirusindia', 'jantacurfewmarch22']",
2020-03-21 21:36:21+00:00,1241478780096401410,0,War,['janatacurfew'],
2020-03-21 21:34:11+00:00,1241478233981202432,1,War,"['stayhomestaysafe', '22marchjantacurfew', 'coronachainscare', 'corona']",
2020-03-21 21:11:21+00:00,1241472489160503296,1,Success/Challenge/Challenge,['corona'],
2020-03-21 19:56:15+00:00,1241453588326445056,1,Lesson/Teacher,"['coronaviruspandemic', 'jantacurfew']",
2020-03-21 19:53:53+00:00,1241452992118784001,1,War,"['stayhomestaysafe', 'coronachainscare', 'jantacurfewmarch22']",
2020-03-21 19:48:17+00:00,1241451586645196800,0,War,['covid_19'],
2020-03-21 19:41:32+00:00,1241449885552930816,0,Lesson/Teacher,"['covid19', 'coronaviruspandemic']",
2020-03-21 19:39:10+00:00,1241449289642954752,1,Prison,['indiafightscorona'],
2020-03-21 19:22:43+00:00,1241445148812120064,0,War,['coronavirus'],
2020-03-21 19:19:21+00:00,1241444304943374336,0,War,"['janta_curfew_on_22_march', 'coronachainscare', 'jantacurfew']",
2020-03-21 19:15:35+00:00,1241443355847868416,1,War,"['coronavirus', 'jantacurfewmarch22']",
2020-03-21 19:06:10+00:00,1241440985692786688,1,War,['indiafightscorona'],
2020-03-21 19:02:00+00:00,1241439937720770560,0,Success/Challenge,"['covidãƒ¼19', 'coronavirus']",
2020-03-21 18:55:35+00:00,1241438322532089857,1,War,['covid_19'],
2020-03-21 18:55:25+00:00,1241438281901858816,0,War,"['covidãƒ¼19', 'coronavirusindia', 'coronavirus']",
2020-03-21 18:39:54+00:00,1241434376296071170,0,Success/Challenge,['coronavirus'],
2020-03-21 18:39:15+00:00,1241434212156112896,0,Miracle,['coronavirus'],
2020-03-21 18:36:09+00:00,1241433430757216256,1,War,"['stayhomestaysafe', 'jantacurfewmarch22', 'fightagainstcorona', 'jantacurfewchallenge', 'janatacurfew']",
2020-03-21 18:31:14+00:00,1241432196151418882,1,Monster,"['indiafightscorona', 'coronaviruspandemic']",
2020-03-21 18:30:18+00:00,1241431959303159808,1,War,['corona...'],
2020-03-21 18:27:08+00:00,1241431162356027392,1,Luxury,['quarantine'],
2020-03-21 18:25:21+00:00,1241430714408554498,0,War,['coronavirusindia'],
2020-03-21 18:09:57+00:00,1241426839488299008,0,Success/Challenge,"['covid2019india', 'stayhomestaysafe', 'janatacurfewmarch22', 'indiafightscorona', 'covid_19', 'covid19outbreak', 'indiafightscoronavirus', 'coronaindia', 'janata_curfew', 'janatacurfew']",
2020-03-21 18:08:35+00:00,1241426494326370304,1,War,"['chinesevirus', 'coronavirus', 'coronavirus', 'coronavirusinindia', 'coronaviruspandemic']",
